Date,Year,Month,MonthName,Quarter,Season,YearMonth,DayOfYear,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainToday_Flag,RainTomorrow_Flag,WindGust_Placeholder,Cloud_Placeholder,Temp3pm_BelowMin,IsRainDay,MeanTemp,TempRange,TempChange_9to3,HumidityDrop_9to3,PressureChange_9to3,AvgWindSpeed,RainCategory,HeatCategory,GustCategory,MaxTemp_Z,MinTemp_Z,Humidity3pm_Z,WindGustSpeed_Z,Pressure9am_Z,AnomalyType,IsAnomaly
2013-07-10,2013,7,Jul,3,Winter,2013-07,191,8.9,15.9,8.0,1.2,2.7,W,24.0,W,SSE,17,13,84,71,1033.5,1031.6,7.0,6.0,10.3,14.8,Yes,No,1,0,0,0,0,1,12.4,7.0,4.5,13,-1.9,15.0,Light (1-10),Mild (<20),Light (<30),-0.89,-0.05,1.32,-1.26,1.68,,0
2013-07-11,2013,7,Jul,3,Winter,2013-07,192,8.2,18.4,0.0,1.2,8.2,W,30.0,W,E,20,9,91,62,1035.3,1032.2,2.0,5.0,9.1,17.0,No,No,0,0,0,0,0,0,13.3,10.2,7.9,29,-3.1,14.5,Dry (<=1 mm),Mild (<20),Moderate (30-50),0.17,-0.39,0.77,-0.8,1.93,,0
2013-07-12,2013,7,Jul,3,Winter,2013-07,193,8.3,20.2,0.2,1.2,8.4,W,30.0,W,WNW,17,6,92,46,1031.1,1027.1,1.0,1.0,9.6,19.2,No,No,0,0,0,0,0,0,14.25,11.9,9.6,46,-4.0,11.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.93,-0.34,-0.2,-0.8,1.34,,0
2013-07-13,2013,7,Jul,3,Winter,2013-07,194,8.3,17.4,0.0,3.0,5.0,WNW,26.0,W,E,15,2,85,61,1029.2,1027.3,7.0,6.0,10.9,17.3,No,No,0,0,0,0,0,0,12.85,9.1,6.4,24,-1.9,8.5,Dry (<=1 mm),Mild (<20),Light (<30),-0.26,-0.34,0.71,-1.11,1.08,,0
2013-07-14,2013,7,Jul,3,Winter,2013-07,195,8.9,18.4,0.0,1.0,8.5,W,24.0,W,NE,11,15,88,60,1028.4,1025.4,4.0,8.0,10.7,17.5,No,No,0,0,0,0,0,0,13.65,9.5,6.8,28,-3.0,13.0,Dry (<=1 mm),Mild (<20),Light (<30),0.17,-0.05,0.65,-1.26,0.97,,0
2013-07-15,2013,7,Jul,3,Winter,2013-07,196,10.7,22.0,0.2,3.6,1.7,NNW,33.0,NW,NNW,4,13,78,58,1024.6,1021.9,7.0,7.0,15.4,19.4,No,Yes,0,1,0,0,0,0,16.35,11.3,4.0,20,-2.7,8.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.69,0.83,0.53,-0.57,0.44,,0
2013-07-16,2013,7,Jul,3,Winter,2013-07,197,14.4,21.6,1.4,0.2,3.4,NW,26.0,W,NE,9,13,88,67,1024.7,1022.1,7.0,4.0,15.1,19.6,Yes,Yes,1,1,0,0,0,1,18.0,7.2,4.5,21,-2.6,11.0,Light (1-10),Warm (20-30),Light (<30),1.52,2.64,1.08,-1.11,0.46,,0
2013-07-17,2013,7,Jul,3,Winter,2013-07,198,13.0,24.3,4.8,1.8,8.7,NE,22.0,W,E,9,9,85,48,1023.8,1020.6,4.0,3.0,14.5,23.0,Yes,No,1,0,0,0,0,1,18.65,11.3,8.5,37,-3.2,9.0,Light (1-10),Warm (20-30),Light (<30),2.66,1.95,-0.08,-1.41,0.33,,0
2013-07-18,2013,7,Jul,3,Winter,2013-07,199,13.3,22.6,0.0,2.4,3.9,NNE,30.0,W,NE,7,13,85,72,1022.9,1019.4,7.0,7.0,15.1,19.4,No,No,0,0,0,0,0,0,17.95,9.3,4.3,13,-3.5,10.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.94,2.1,1.38,-0.8,0.21,,0
2013-07-19,2013,7,Jul,3,Winter,2013-07,200,15.0,20.4,0.0,3.2,1.6,NNW,57.0,NE,N,15,17,66,73,1015.7,1011.7,4.0,7.0,18.1,17.5,No,No,0,0,0,0,0,0,17.7,5.4,-0.6,-7,-4.0,16.0,Dry (<=1 mm),Warm (20-30),Strong (50-70),1.01,2.93,1.44,1.25,-0.79,,0
2013-07-20,2013,7,Jul,3,Winter,2013-07,201,14.5,20.4,0.8,2.4,8.9,NNW,48.0,N,NW,17,26,65,38,1009.3,1005.4,2.0,2.0,16.5,19.8,No,No,0,0,0,0,0,0,17.45,5.9,3.3,27,-3.9,21.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.01,2.68,-0.69,0.57,-1.67,,0
2013-07-21,2013,7,Jul,3,Winter,2013-07,202,8.5,16.3,0.2,6.4,10.1,NW,54.0,NW,WNW,24,31,49,29,1016.0,1013.2,1.0,1.0,11.0,16.0,No,No,0,0,0,0,0,0,12.4,7.8,5.0,20,-2.8,27.5,Dry (<=1 mm),Mild (<20),Strong (50-70),-0.72,-0.24,-1.24,1.02,-0.75,,0
2013-07-22,2013,7,Jul,3,Winter,2013-07,203,8.7,17.2,0.0,3.8,9.9,WNW,54.0,WNW,W,17,26,54,28,1019.4,1016.3,2.0,2.0,12.2,16.6,No,No,0,0,0,0,0,0,12.95,8.5,4.4,26,-3.1,21.5,Dry (<=1 mm),Mild (<20),Strong (50-70),-0.34,-0.14,-1.3,1.02,-0.28,,0
2013-07-23,2013,7,Jul,3,Winter,2013-07,204,7.1,17.7,0.0,3.2,8.0,WSW,44.0,W,WSW,17,19,60,42,1019.9,1018.5,1.0,7.0,11.0,15.9,No,No,0,0,0,0,0,0,12.4,10.6,4.9,18,-1.4,18.0,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.13,-0.92,-0.44,0.26,-0.21,,0
2013-07-24,2013,7,Jul,3,Winter,2013-07,205,10.1,17.0,0.0,4.0,4.8,SSW,48.0,WSW,SSW,17,20,61,46,1026.6,1026.4,1.0,6.0,12.3,16.6,No,No,0,0,0,0,0,0,13.55,6.9,4.3,15,-0.2,18.5,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.42,0.54,-0.2,0.57,0.72,,0
2013-07-25,2013,7,Jul,3,Winter,2013-07,206,7.4,19.6,0.0,3.0,8.6,WNW,33.0,W,E,20,9,72,38,1029.8,1026.6,1.0,3.0,8.8,17.9,No,No,0,0,0,0,0,0,13.5,12.2,9.1,34,-3.2,14.5,Dry (<=1 mm),Mild (<20),Moderate (30-50),0.67,-0.78,-0.69,-0.57,1.16,,0
2013-07-26,2013,7,Jul,3,Winter,2013-07,207,7.9,20.3,0.0,3.4,9.3,WNW,22.0,WNW,WNW,15,7,75,32,1025.9,1023.3,5.0,1.0,9.2,19.5,No,No,0,0,0,0,0,0,14.1,12.4,10.3,43,-2.6,11.0,Dry (<=1 mm),Warm (20-30),Light (<30),0.97,-0.53,-1.05,-1.41,0.62,,0
2013-07-27,2013,7,Jul,3,Winter,2013-07,208,7.4,18.7,0.0,1.8,9.9,W,28.0,W,E,22,15,62,56,1031.0,1028.2,1.0,1.0,9.4,17.8,No,No,0,0,0,0,0,0,13.05,11.3,8.4,6,-2.8,18.5,Dry (<=1 mm),Mild (<20),Light (<30),0.29,-0.78,0.41,-0.95,1.33,,0
2013-07-28,2013,7,Jul,3,Winter,2013-07,209,8.3,18.8,0.0,3.6,6.8,NNE,26.0,WNW,E,7,17,84,64,1029.8,1025.8,6.0,6.0,9.7,18.1,No,No,0,0,0,0,0,0,13.55,10.5,8.4,20,-4.0,12.0,Dry (<=1 mm),Mild (<20),Light (<30),0.33,-0.34,0.9,-1.11,1.16,,0
2013-07-29,2013,7,Jul,3,Winter,2013-07,210,9.7,24.0,0.0,2.6,10.2,NNW,37.0,N,N,22,11,53,35,1025.2,1020.8,6.0,1.0,17.6,23.3,No,No,0,0,0,0,0,0,16.85,14.3,5.7,18,-4.4,16.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),2.53,0.34,-0.87,-0.27,0.53,,0
2013-07-30,2013,7,Jul,3,Winter,2013-07,211,11.1,21.5,0.0,3.4,3.4,SSW,48.0,W,ENE,13,6,73,49,1019.9,1017.8,6.0,5.0,12.8,19.7,No,Yes,0,1,0,0,0,0,16.3,10.4,6.9,24,-2.1,9.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.47,1.03,-0.02,0.57,-0.21,,0
2013-07-31,2013,7,Jul,3,Winter,2013-07,212,12.6,18.4,5.6,2.6,8.1,S,43.0,SSW,S,20,22,82,61,1023.9,1022.7,7.0,4.0,13.9,17.0,Yes,No,1,0,0,0,0,1,15.5,5.8,3.1,21,-1.2,21.0,Light (1-10),Mild (<20),Moderate (30-50),0.17,1.76,0.71,0.19,0.35,,0
2013-08-01,2013,8,Aug,3,Winter,2013-08,213,8.1,19.6,0.0,3.4,10.1,W,30.0,WNW,ESE,24,15,71,54,1023.3,1020.1,2.0,3.0,11.0,17.5,No,No,0,0,0,0,0,0,13.85,11.5,6.5,17,-3.2,19.5,Dry (<=1 mm),Mild (<20),Moderate (30-50),0.08,-0.75,0.49,-0.75,0.51,,0
2013-08-02,2013,8,Aug,3,Winter,2013-08,214,9.1,20.3,0.0,2.2,6.8,W,31.0,W,W,15,19,83,31,1018.0,1012.7,7.0,3.0,10.9,19.7,No,No,0,0,0,0,0,0,14.7,11.2,8.8,52,-5.3,17.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.33,-0.29,-0.9,-0.68,-0.25,,0
2013-08-03,2013,8,Aug,3,Winter,2013-08,215,10.4,19.6,0.0,3.6,10.0,NW,37.0,W,W,7,4,51,29,1016.0,1012.1,4.0,1.0,13.5,19.2,No,No,0,0,0,0,0,0,15.0,9.2,5.7,22,-3.9,5.5,Dry (<=1 mm),Mild (<20),Moderate (30-50),0.08,0.29,-1.02,-0.26,-0.54,,0
2013-08-04,2013,8,Aug,3,Winter,2013-08,216,10.9,19.9,0.0,4.2,8.5,WSW,44.0,NW,WSW,9,24,54,29,1013.6,1012.2,6.0,5.0,14.0,18.0,No,No,0,0,0,0,0,0,15.4,9.0,4.0,25,-1.4,16.5,Dry (<=1 mm),Mild (<20),Moderate (30-50),0.19,0.52,-1.02,0.24,-0.88,,0
2013-08-05,2013,8,Aug,3,Winter,2013-08,217,9.5,21.0,0.0,3.8,10.0,WNW,50.0,WNW,WNW,11,15,52,34,1017.6,1013.6,1.0,2.0,13.1,20.4,No,No,0,0,0,0,0,0,15.25,11.5,7.3,18,-4.0,13.0,Dry (<=1 mm),Warm (20-30),Strong (50-70),0.59,-0.11,-0.72,0.67,-0.31,,0
2013-08-06,2013,8,Aug,3,Winter,2013-08,218,11.9,23.9,0.0,5.6,8.7,NNW,52.0,NW,WNW,20,17,48,30,1011.9,1008.0,5.0,5.0,16.4,22.1,No,No,0,0,0,0,0,0,17.9,12.0,5.7,18,-3.9,18.5,Dry (<=1 mm),Warm (20-30),Strong (50-70),1.64,0.97,-0.96,0.81,-1.13,,0
2013-08-07,2013,8,Aug,3,Winter,2013-08,219,10.8,17.9,0.8,4.8,8.3,WSW,35.0,W,ESE,17,15,57,49,1013.6,1009.3,2.0,7.0,13.0,16.0,No,Yes,0,1,0,0,0,0,14.35,7.1,3.0,8,-4.3,16.0,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.54,0.48,0.19,-0.4,-0.88,,0
2013-08-08,2013,8,Aug,3,Winter,2013-08,220,9.3,13.1,9.6,3.8,1.3,SSW,57.0,W,SSW,24,24,85,74,1008.3,1009.8,7.0,7.0,9.3,12.6,Yes,Yes,1,1,0,0,0,1,11.2,3.8,3.3,11,1.5,24.0,Light (1-10),Mild (<20),Strong (50-70),-2.27,-0.2,1.69,1.17,-1.64,,0
2013-08-09,2013,8,Aug,3,Winter,2013-08,221,7.0,17.4,4.2,0.6,6.7,W,35.0,W,NW,20,9,60,43,1018.9,1014.0,4.0,7.0,11.2,17.1,Yes,No,1,0,0,0,0,1,12.2,10.4,5.9,17,-4.9,14.5,Light (1-10),Mild (<20),Moderate (30-50),-0.72,-1.25,-0.18,-0.4,-0.12,,0
2013-08-10,2013,8,Aug,3,Winter,2013-08,222,10.5,23.5,0.0,4.0,10.6,W,31.0,W,NW,11,11,46,33,1016.0,1013.4,0.0,1.0,13.4,23.5,No,No,0,0,0,0,0,0,17.0,13.0,10.1,13,-2.6,11.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.49,0.34,-0.78,-0.68,-0.54,,0
2013-08-11,2013,8,Aug,3,Winter,2013-08,223,9.0,21.8,0.0,3.8,10.4,WSW,31.0,WNW,E,13,11,61,38,1018.2,1013.5,1.0,1.0,12.7,19.2,No,No,0,0,0,0,0,0,15.4,12.8,6.5,23,-4.7,12.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.88,-0.34,-0.48,-0.68,-0.22,,0
2013-08-12,2013,8,Aug,3,Winter,2013-08,224,12.0,24.4,0.2,3.8,5.4,W,94.0,N,W,9,48,40,40,1005.8,1004.2,3.0,7.0,19.6,18.9,No,No,0,0,0,0,0,0,18.2,12.4,-0.7,0,-1.6,28.5,Dry (<=1 mm),Warm (20-30),Gale-force (>=70),1.82,1.02,-0.36,3.81,-2.0,Extreme gust,1
2013-08-13,2013,8,Aug,3,Winter,2013-08,225,9.6,22.8,0.0,5.8,10.8,W,35.0,NNW,WNW,13,9,35,25,1013.7,1012.2,1.0,1.0,14.5,22.2,No,No,0,0,0,0,0,0,16.2,13.2,7.7,10,-1.5,11.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.24,-0.07,-1.26,-0.4,-0.87,,0
2013-08-14,2013,8,Aug,3,Winter,2013-08,226,12.5,24.1,0.0,4.2,10.7,NNW,39.0,NNW,WNW,24,17,39,22,1013.6,1007.7,2.0,1.0,15.9,23.9,No,No,0,0,0,0,0,0,18.3,11.6,8.0,17,-5.9,20.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.71,1.25,-1.44,-0.11,-0.88,,0
2013-08-15,2013,8,Aug,3,Winter,2013-08,227,10.5,18.7,0.0,8.0,10.7,W,57.0,WSW,S,24,19,42,29,1019.0,1019.8,1.0,1.0,12.3,17.7,No,No,0,0,0,0,0,0,14.6,8.2,5.4,13,0.8,21.5,Dry (<=1 mm),Mild (<20),Strong (50-70),-0.25,0.34,-1.02,1.17,-0.11,,0
2013-08-16,2013,8,Aug,3,Winter,2013-08,228,7.3,20.6,0.0,3.6,10.7,NE,41.0,WNW,ENE,17,26,61,36,1023.7,1016.9,0.0,0.0,10.8,19.1,No,No,0,0,0,0,0,0,13.95,13.3,8.3,25,-6.8,21.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.44,-1.11,-0.6,0.03,0.57,,0
2013-08-17,2013,8,Aug,3,Winter,2013-08,229,10.7,24.4,0.0,6.2,10.5,WNW,57.0,NNE,W,20,26,41,34,1010.1,1006.7,1.0,4.0,17.6,22.6,No,No,0,0,0,0,0,0,17.55,13.7,5.0,7,-3.4,23.0,Dry (<=1 mm),Warm (20-30),Strong (50-70),1.82,0.43,-0.72,1.17,-1.38,,0
2013-08-18,2013,8,Aug,3,Winter,2013-08,230,11.3,23.3,0.0,6.6,10.7,WNW,39.0,NW,NNW,15,20,38,28,1016.9,1011.9,0.0,1.0,16.2,22.8,No,No,0,0,0,0,0,0,17.3,12.0,6.6,10,-5.0,17.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.42,0.7,-1.08,-0.11,-0.41,,0
2013-08-19,2013,8,Aug,3,Winter,2013-08,231,13.6,20.9,0.0,7.8,9.9,W,59.0,N,WNW,7,39,33,25,1009.7,1007.0,2.0,5.0,17.0,19.8,No,No,0,0,0,0,0,0,17.25,7.3,2.8,8,-2.7,23.0,Dry (<=1 mm),Warm (20-30),Strong (50-70),0.55,1.74,-1.26,1.31,-1.44,,0
2013-08-20,2013,8,Aug,3,Winter,2013-08,232,8.4,16.6,0.0,6.2,10.8,WSW,56.0,WSW,WSW,26,22,43,26,1013.7,1011.9,1.0,1.0,10.7,15.4,No,No,0,0,0,0,0,0,12.5,8.2,4.7,17,-1.8,24.0,Dry (<=1 mm),Mild (<20),Strong (50-70),-1.01,-0.61,-1.2,1.1,-0.87,,0
2013-08-21,2013,8,Aug,3,Winter,2013-08,233,7.6,18.1,0.0,3.0,10.3,W,50.0,W,W,20,20,50,30,1016.3,1013.4,2.0,3.0,11.3,17.5,No,No,0,0,0,0,0,0,12.85,10.5,6.2,20,-2.9,20.0,Dry (<=1 mm),Mild (<20),Strong (50-70),-0.46,-0.97,-0.96,0.67,-0.49,,0
2013-08-22,2013,8,Aug,3,Winter,2013-08,234,7.6,18.1,0.0,5.6,6.7,W,50.0,N,WNW,19,24,48,32,1013.8,1010.2,7.0,7.0,12.5,17.7,No,No,0,0,0,0,0,0,12.85,10.5,5.2,16,-3.6,21.5,Dry (<=1 mm),Mild (<20),Strong (50-70),-0.46,-0.97,-0.84,0.67,-0.85,,0
2013-08-23,2013,8,Aug,3,Winter,2013-08,235,11.8,18.6,0.0,4.0,2.5,WNW,56.0,NW,WNW,20,28,50,42,1010.2,1008.5,7.0,7.0,14.8,17.4,No,No,0,0,0,0,0,0,15.2,6.8,2.6,8,-1.7,24.0,Dry (<=1 mm),Mild (<20),Strong (50-70),-0.28,0.93,-0.24,1.1,-1.37,,0
2013-08-24,2013,8,Aug,3,Winter,2013-08,236,12.2,22.7,0.0,4.0,10.8,W,35.0,WSW,ESE,26,19,52,42,1020.1,1020.0,2.0,4.0,15.9,21.8,No,No,0,0,0,0,0,0,17.45,10.5,5.9,10,-0.1,22.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.2,1.11,-0.24,-0.4,0.05,,0
2013-08-25,2013,8,Aug,3,Winter,2013-08,237,9.9,23.6,0.0,4.2,10.7,SW,35.0,WNW,E,17,17,72,53,1024.0,1020.4,1.0,1.0,12.7,19.6,No,No,0,0,0,0,0,0,16.75,13.7,6.9,19,-3.6,17.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.53,0.07,0.43,-0.4,0.61,,0
2013-08-26,2013,8,Aug,3,Winter,2013-08,238,10.3,22.0,0.0,3.6,9.6,W,33.0,WNW,WNW,20,11,54,30,1024.6,1020.4,3.0,6.0,14.2,21.6,No,No,0,0,0,0,0,0,16.15,11.7,7.4,24,-4.2,15.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.95,0.25,-0.96,-0.54,0.7,,0
2013-08-27,2013,8,Aug,3,Winter,2013-08,239,11.5,21.9,0.0,2.2,9.4,W,24.0,W,ESE,15,15,58,60,1022.0,1018.6,4.0,2.0,15.4,19.9,No,No,0,0,0,0,0,0,16.7,10.4,4.5,-2,-3.4,15.0,Dry (<=1 mm),Warm (20-30),Light (<30),0.91,0.79,0.85,-1.18,0.32,,0
2013-08-28,2013,8,Aug,3,Winter,2013-08,240,11.8,23.3,0.0,3.0,10.8,SSE,39.0,W,SSE,20,24,72,38,1021.5,1020.2,1.0,2.0,14.9,22.1,No,No,0,0,0,0,0,0,17.55,11.5,7.2,34,-1.3,22.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.42,0.93,-0.48,-0.11,0.25,,0
2013-08-29,2013,8,Aug,3,Winter,2013-08,241,11.4,21.8,0.0,3.8,6.7,NNE,56.0,WNW,NE,17,17,69,59,1024.4,1019.4,6.0,7.0,15.3,20.0,No,No,0,0,0,0,0,0,16.6,10.4,4.7,10,-5.0,17.0,Dry (<=1 mm),Warm (20-30),Strong (50-70),0.88,0.75,0.79,1.1,0.67,,0
2013-08-30,2013,8,Aug,3,Winter,2013-08,242,15.2,24.7,0.0,5.2,10.2,N,39.0,N,ENE,22,6,46,53,1015.1,1011.4,1.0,1.0,21.7,23.5,No,No,0,0,0,0,0,0,19.95,9.5,1.8,-7,-3.7,14.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.92,2.47,0.43,-0.11,-0.67,,0
2013-08-31,2013,8,Aug,3,Winter,2013-08,243,14.9,24.5,0.0,5.8,8.2,W,30.0,WNW,SE,22,11,60,34,1021.5,1020.0,7.0,4.0,15.9,23.6,No,No,0,0,0,0,0,0,19.7,9.6,7.7,26,-1.5,16.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.85,2.33,-0.72,-0.75,0.25,,0
2013-09-01,2013,9,Sep,3,Spring,2013-09,244,11.4,22.2,0.0,4.8,10.1,ENE,26.0,WNW,E,17,20,57,62,1028.5,1026.6,1.0,1.0,15.8,20.6,No,No,0,0,0,0,0,0,16.8,10.8,4.8,-5,-1.9,18.5,Dry (<=1 mm),Warm (20-30),Light (<30),0.06,-0.47,0.76,-1.32,1.35,,0
2013-09-02,2013,9,Sep,3,Spring,2013-09,245,12.2,22.0,0.0,4.0,11.0,NE,28.0,W,NE,19,17,71,41,1031.2,1029.1,6.0,2.0,15.9,21.4,No,No,0,0,0,0,0,0,17.1,9.8,5.5,30,-2.1,18.0,Dry (<=1 mm),Warm (20-30),Light (<30),0.0,-0.16,-0.45,-1.17,1.7,,0
2013-09-03,2013,9,Sep,3,Spring,2013-09,246,12.0,21.9,0.0,4.2,10.4,ENE,31.0,WNW,ENE,11,20,66,56,1034.0,1031.3,1.0,1.0,16.4,21.2,No,No,0,0,0,0,0,0,16.95,9.9,4.8,10,-2.7,15.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.02,-0.24,0.41,-0.95,2.07,,0
2013-09-04,2013,9,Sep,3,Spring,2013-09,247,12.2,21.1,0.0,3.8,10.1,NE,41.0,W,NE,13,20,75,52,1033.6,1028.7,1.0,1.0,15.7,20.7,No,No,0,0,0,0,0,0,16.65,8.9,5.0,23,-4.9,16.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.24,-0.16,0.18,-0.19,2.02,,0
2013-09-05,2013,9,Sep,3,Spring,2013-09,248,12.2,28.8,0.0,5.8,10.1,W,28.0,W,WNW,13,11,62,29,1027.3,1023.0,1.0,5.0,17.7,28.5,No,No,0,0,0,0,0,0,20.5,16.6,10.8,33,-4.3,12.0,Dry (<=1 mm),Warm (20-30),Light (<30),1.81,-0.16,-1.15,-1.17,1.19,,0
2013-09-06,2013,9,Sep,3,Spring,2013-09,249,16.0,23.3,0.0,5.0,8.5,WNW,24.0,SSW,E,13,15,74,70,1026.9,1023.1,7.0,7.0,20.5,21.2,No,No,0,0,0,0,0,0,19.65,7.3,0.7,4,-3.8,14.0,Dry (<=1 mm),Warm (20-30),Light (<30),0.35,1.31,1.22,-1.48,1.13,,0
2013-09-07,2013,9,Sep,3,Spring,2013-09,250,15.4,31.1,0.0,3.2,9.1,SSE,39.0,W,ENE,13,15,74,23,1022.4,1018.1,5.0,4.0,19.2,29.9,No,No,0,0,0,0,0,0,23.25,15.7,10.7,51,-4.3,14.0,Dry (<=1 mm),Hot (30-35),Moderate (30-50),2.42,1.08,-1.5,-0.34,0.54,,0
2013-09-08,2013,9,Sep,3,Spring,2013-09,251,17.0,21.2,0.0,4.6,1.7,SSE,41.0,SSE,ESE,13,13,78,73,1026.2,1023.0,7.0,7.0,17.5,18.7,No,No,0,0,0,0,0,0,19.1,4.2,1.2,5,-3.2,13.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.21,1.69,1.4,-0.19,1.04,,0
2013-09-09,2013,9,Sep,3,Spring,2013-09,252,15.3,26.1,0.0,2.2,5.1,NNW,33.0,N,NE,9,11,70,69,1021.0,1014.0,2.0,7.0,21.1,22.5,No,No,0,0,0,0,0,0,20.7,10.8,1.4,1,-7.0,10.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),1.09,1.04,1.17,-0.8,0.35,,0
2013-09-10,2013,9,Sep,3,Spring,2013-09,253,20.1,31.6,0.0,7.4,9.7,NNW,74.0,NW,WNW,33,31,24,14,1005.5,1000.4,2.0,4.0,25.9,30.6,No,No,0,0,0,0,0,0,25.85,11.5,4.7,10,-5.1,32.0,Dry (<=1 mm),Hot (30-35),Gale-force (>=70),2.56,2.89,-2.02,2.29,-1.71,,0
2013-09-11,2013,9,Sep,3,Spring,2013-09,254,14.7,25.0,0.0,11.6,6.8,WNW,43.0,W,WSW,28,15,38,22,1011.7,1008.7,5.0,3.0,16.9,24.5,No,No,0,0,0,0,0,0,19.85,10.3,7.6,16,-3.0,21.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.8,0.81,-1.55,-0.04,-0.88,,0
2013-09-12,2013,9,Sep,3,Spring,2013-09,255,12.1,23.6,0.0,6.4,10.2,S,74.0,W,SW,15,6,41,27,1015.2,1010.1,1.0,4.0,17.5,22.4,No,No,0,0,0,0,0,0,17.85,11.5,4.9,14,-5.1,10.5,Dry (<=1 mm),Warm (20-30),Gale-force (>=70),0.43,-0.2,-1.26,2.29,-0.42,,0
2013-09-13,2013,9,Sep,3,Spring,2013-09,256,10.0,18.5,0.0,5.6,6.1,SSW,41.0,SW,ENE,20,24,67,56,1021.9,1018.1,7.0,7.0,14.9,16.9,No,Yes,0,1,0,0,0,0,14.25,8.5,2.0,11,-3.8,22.0,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.93,-1.01,0.41,-0.19,0.47,,0
2013-09-14,2013,9,Sep,3,Spring,2013-09,257,14.1,22.9,2.2,3.4,8.4,ENE,54.0,W,S,17,24,75,59,1011.2,1009.1,5.0,3.0,17.0,20.2,Yes,No,1,0,0,0,0,1,18.5,8.8,3.2,16,-2.1,20.5,Light (1-10),Warm (20-30),Strong (50-70),0.24,0.57,0.59,0.79,-0.95,,0
2013-09-15,2013,9,Sep,3,Spring,2013-09,258,12.8,18.8,0.0,4.0,6.2,WSW,33.0,S,ENE,6,17,74,66,1018.4,1016.3,7.0,5.0,16.4,17.9,No,Yes,0,1,0,0,0,0,15.8,6.0,1.5,8,-2.1,11.5,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.85,0.07,0.99,-0.8,0.01,,0
2013-09-16,2013,9,Sep,3,Spring,2013-09,259,14.6,17.7,1.2,2.2,0.0,ENE,80.0,S,ENE,6,35,75,91,1016.0,1010.0,8.0,8.0,16.5,16.5,Yes,Yes,1,1,0,0,0,1,16.15,3.1,0.0,-16,-6.0,20.5,Light (1-10),Mild (<20),Gale-force (>=70),-1.14,0.77,2.44,2.75,-0.31,,0
2013-09-17,2013,9,Sep,3,Spring,2013-09,260,15.2,23.9,32.2,4.8,5.7,WNW,57.0,N,NNW,22,28,73,42,1000.8,998.3,6.0,5.0,17.7,23.2,Yes,No,1,0,0,0,0,1,19.55,8.7,5.5,31,-2.5,25.0,Heavy (25-50),Warm (20-30),Strong (50-70),0.51,1.0,-0.4,1.01,-2.33,,0
2013-09-18,2013,9,Sep,3,Spring,2013-09,261,15.2,25.3,0.0,6.8,10.7,W,48.0,NW,W,20,28,53,28,1002.0,1000.0,6.0,1.0,20.7,24.7,No,No,0,0,0,0,0,0,20.25,10.1,4.0,25,-2.0,24.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.88,1.0,-1.21,0.33,-2.17,,0
2013-09-19,2013,9,Sep,3,Spring,2013-09,262,14.2,23.4,0.2,7.6,11.2,WNW,63.0,W,WNW,9,46,31,21,1005.7,1002.9,0.0,1.0,19.9,22.9,No,No,0,0,0,0,0,0,18.8,9.2,3.0,10,-2.8,27.5,Dry (<=1 mm),Warm (20-30),Strong (50-70),0.38,0.61,-1.61,1.46,-1.68,,0
